task_id,mission_id,source_mission_id,goal_level,mission_split,split_index,target_zone,furnace_condition,pipeline_condition,conduit_condition,archive_condition,basin_condition,template_id,gold_action_sequence,t9_split
EFGHI,L4-0068,efghi_sequence_0099,4,train,12,pipeline,ideal,bad_quality,bad_quality,low_resource,low_resource,L4_PIP_BBLL,"R[PUMP, R[ROUTE, INSULATE, C[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0013,efghi_sequence_0122,4,train,13,archive,bad_quality,bad_quality,ideal,low_resource,low_resource,L4_ARC_LLBB,"C[C[DRAIN, R[R[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0032,efghi_sequence_0135,4,train,14,basin,low_resource,low_resource,low_resource,ideal,low_resource,L4_BAS_LLLL,"C[DRAIN, C[C[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0010,efghi_sequence_0125,4,train,15,archive,bad_quality,low_resource,ideal,low_resource,bad_quality,L4_ARC_LBBL,"C[R[DRAIN, R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0031,efghi_sequence_0136,4,train,16,basin,low_resource,low_resource,bad_quality,ideal,low_resource,L4_BAS_LLLB,"C[DRAIN, C[C[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0018,efghi_sequence_0149,4,train,17,basin,bad_quality,bad_quality,low_resource,ideal,bad_quality,L4_BAS_BBBL,"R[DRAIN, R[R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0036,efghi_sequence_0115,4,train,18,conduit,low_resource,ideal,bad_quality,bad_quality,low_resource,L4_CON_BBLL,"R[ROUTE, INSULATE, R[C[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0050,efghi_sequence_0085,4,train,19,furnace,bad_quality,bad_quality,bad_quality,low_resource,ideal,L4_FUR_BBBL,"R[R[PUMP, R[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0042,efghi_sequence_0109,4,train,20,conduit,low_resource,ideal,low_resource,bad_quality,bad_quality,L4_CON_LBBL,"C[ROUTE, INSULATE, R[R[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0047,efghi_sequence_0104,4,train,21,conduit,bad_quality,ideal,low_resource,low_resource,low_resource,L4_CON_LLLB,"C[ROUTE, INSULATE, C[C[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0080,efghi_sequence_0087,4,train,22,pipeline,ideal,low_resource,low_resource,low_resource,low_resource,L4_PIP_LLLL,"C[PUMP, C[ROUTE, INSULATE, C[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",probe
EFGHI,L4-0034,efghi_sequence_0117,4,train,23,conduit,low_resource,ideal,bad_quality,bad_quality,bad_quality,L4_CON_BBBL,"R[ROUTE, INSULATE, R[R[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0024,efghi_sequence_0143,4,train,24,basin,low_resource,low_resource,low_resource,ideal,bad_quality,L4_BAS_BLLL,"R[DRAIN, C[C[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0073,efghi_sequence_0094,4,train,25,pipeline,ideal,low_resource,bad_quality,bad_quality,bad_quality,L4_PIP_LBBB,"C[PUMP, R[ROUTE, INSULATE, R[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0056,efghi_sequence_0079,4,train,26,furnace,bad_quality,low_resource,low_resource,low_resource,ideal,L4_FUR_BLLL,"R[C[PUMP, C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0078,efghi_sequence_0089,4,train,27,pipeline,ideal,low_resource,low_resource,bad_quality,low_resource,L4_PIP_LLBL,"C[PUMP, C[ROUTE, INSULATE, R[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0028,efghi_sequence_0139,4,train,28,basin,bad_quality,low_resource,low_resource,ideal,low_resource,L4_BAS_LBLL,"C[DRAIN, R[C[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",probe
EFGHI,L4-0065,efghi_sequence_0102,4,train,29,pipeline,ideal,bad_quality,bad_quality,bad_quality,bad_quality,L4_PIP_BBBB,"R[PUMP, R[ROUTE, INSULATE, R[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0008,efghi_sequence_0127,4,train,30,archive,low_resource,low_resource,ideal,bad_quality,low_resource,L4_ARC_BLLL,"R[C[DRAIN, C[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0062,efghi_sequence_0073,4,train,31,furnace,low_resource,low_resource,bad_quality,low_resource,ideal,L4_FUR_LLBL,"C[C[PUMP, R[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0051,efghi_sequence_0084,4,train,32,furnace,bad_quality,bad_quality,low_resource,bad_quality,ideal,L4_FUR_BBLB,"R[R[PUMP, C[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0071,efghi_sequence_0096,4,train,33,pipeline,ideal,bad_quality,low_resource,low_resource,bad_quality,L4_PIP_BLLB,"R[PUMP, C[ROUTE, INSULATE, C[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0044,efghi_sequence_0107,4,train,34,conduit,low_resource,ideal,low_resource,bad_quality,low_resource,L4_CON_LBLL,"C[ROUTE, INSULATE, R[C[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0016,efghi_sequence_0119,4,train,35,archive,low_resource,low_resource,ideal,low_resource,low_resource,L4_ARC_LLLL,"C[C[DRAIN, C[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0027,efghi_sequence_0140,4,train,36,basin,bad_quality,low_resource,bad_quality,ideal,low_resource,L4_BAS_LBLB,"C[DRAIN, R[C[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0072,efghi_sequence_0095,4,train,37,pipeline,ideal,bad_quality,low_resource,low_resource,low_resource,L4_PIP_BLLL,"R[PUMP, C[ROUTE, INSULATE, C[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",probe
EFGHI,L4-0069,efghi_sequence_0098,4,train,38,pipeline,ideal,bad_quality,low_resource,bad_quality,bad_quality,L4_PIP_BLBB,"R[PUMP, C[ROUTE, INSULATE, R[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0014,efghi_sequence_0121,4,train,39,archive,bad_quality,low_resource,ideal,low_resource,low_resource,L4_ARC_LLBL,"C[C[DRAIN, R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",probe
EFGHI,L4-0012,efghi_sequence_0123,4,train,40,archive,low_resource,low_resource,ideal,low_resource,bad_quality,L4_ARC_LBLL,"C[R[DRAIN, C[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0045,efghi_sequence_0106,4,train,41,conduit,bad_quality,ideal,low_resource,low_resource,bad_quality,L4_CON_LLBB,"C[ROUTE, INSULATE, C[R[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0063,efghi_sequence_0072,4,train,42,furnace,low_resource,low_resource,low_resource,bad_quality,ideal,L4_FUR_LLLB,"C[C[PUMP, C[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0054,efghi_sequence_0081,4,train,43,furnace,bad_quality,low_resource,bad_quality,low_resource,ideal,L4_FUR_BLBL,"R[C[PUMP, R[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0039,efghi_sequence_0112,4,train,44,conduit,bad_quality,ideal,bad_quality,low_resource,low_resource,L4_CON_BLLB,"R[ROUTE, INSULATE, C[C[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0057,efghi_sequence_0078,4,train,45,furnace,low_resource,bad_quality,bad_quality,bad_quality,ideal,L4_FUR_LBBB,"C[R[PUMP, R[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0040,efghi_sequence_0111,4,train,46,conduit,low_resource,ideal,bad_quality,low_resource,low_resource,L4_CON_BLLL,"R[ROUTE, INSULATE, C[C[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0029,efghi_sequence_0138,4,train,47,basin,low_resource,bad_quality,bad_quality,ideal,low_resource,L4_BAS_LLBB,"C[DRAIN, C[R[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0033,efghi_sequence_0118,4,train,48,conduit,bad_quality,ideal,bad_quality,bad_quality,bad_quality,L4_CON_BBBB,"R[ROUTE, INSULATE, R[R[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0001,efghi_sequence_0134,4,train,49,archive,bad_quality,bad_quality,ideal,bad_quality,bad_quality,L4_ARC_BBBB,"R[R[DRAIN, R[R[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0025,efghi_sequence_0142,4,train,50,basin,bad_quality,bad_quality,bad_quality,ideal,low_resource,L4_BAS_LBBB,"C[DRAIN, R[R[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0003,efghi_sequence_0132,4,train,51,archive,low_resource,bad_quality,ideal,bad_quality,bad_quality,L4_ARC_BBLB,"R[R[DRAIN, C[R[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0049,efghi_sequence_0086,4,train,52,furnace,bad_quality,bad_quality,bad_quality,bad_quality,ideal,L4_FUR_BBBB,"R[R[PUMP, R[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0075,efghi_sequence_0092,4,train,53,pipeline,ideal,low_resource,bad_quality,low_resource,bad_quality,L4_PIP_LBLB,"C[PUMP, R[ROUTE, INSULATE, C[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0030,efghi_sequence_0137,4,train,54,basin,low_resource,bad_quality,low_resource,ideal,low_resource,L4_BAS_LLBL,"C[DRAIN, C[R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0060,efghi_sequence_0075,4,train,55,furnace,low_resource,bad_quality,low_resource,low_resource,ideal,L4_FUR_LBLL,"C[R[PUMP, C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0035,efghi_sequence_0116,4,train,56,conduit,bad_quality,ideal,bad_quality,bad_quality,low_resource,L4_CON_BBLB,"R[ROUTE, INSULATE, R[C[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0037,efghi_sequence_0114,4,test,1,conduit,bad_quality,ideal,bad_quality,low_resource,bad_quality,L4_CON_BLBB,"R[ROUTE, INSULATE, C[R[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0077,efghi_sequence_0090,4,test,2,pipeline,ideal,low_resource,low_resource,bad_quality,bad_quality,L4_PIP_LLBB,"C[PUMP, C[ROUTE, INSULATE, R[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0079,efghi_sequence_0088,4,test,3,pipeline,ideal,low_resource,low_resource,low_resource,bad_quality,L4_PIP_LLLB,"C[PUMP, C[ROUTE, INSULATE, C[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0055,efghi_sequence_0080,4,test,4,furnace,bad_quality,low_resource,low_resource,bad_quality,ideal,L4_FUR_BLLB,"R[C[PUMP, C[ROUTE, INSULATE, R[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0067,efghi_sequence_0100,4,test,5,pipeline,ideal,bad_quality,bad_quality,low_resource,bad_quality,L4_PIP_BBLB,"R[PUMP, R[ROUTE, INSULATE, C[R[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",probe
EFGHI,L4-0006,efghi_sequence_0129,4,test,6,archive,bad_quality,low_resource,ideal,bad_quality,low_resource,L4_ARC_BLBL,"R[C[DRAIN, R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0002,efghi_sequence_0133,4,test,7,archive,bad_quality,low_resource,ideal,bad_quality,bad_quality,L4_ARC_BBBL,"R[R[DRAIN, R[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0064,efghi_sequence_0071,4,test,8,furnace,low_resource,low_resource,low_resource,low_resource,ideal,L4_FUR_LLLL,"C[C[PUMP, C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",probe
EFGHI,L4-0019,efghi_sequence_0148,4,test,9,basin,bad_quality,low_resource,bad_quality,ideal,bad_quality,L4_BAS_BBLB,"R[DRAIN, R[C[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0041,efghi_sequence_0110,4,test,10,conduit,bad_quality,ideal,low_resource,bad_quality,bad_quality,L4_CON_LBBB,"C[ROUTE, INSULATE, R[R[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0043,efghi_sequence_0108,4,test,11,conduit,bad_quality,ideal,low_resource,bad_quality,low_resource,L4_CON_LBLB,"C[ROUTE, INSULATE, R[C[DRAIN, R[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0004,efghi_sequence_0131,4,test,12,archive,low_resource,low_resource,ideal,bad_quality,bad_quality,L4_ARC_BBLL,"R[R[DRAIN, C[C[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0007,efghi_sequence_0128,4,test,13,archive,low_resource,bad_quality,ideal,bad_quality,low_resource,L4_ARC_BLLB,"R[C[DRAIN, C[R[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0052,efghi_sequence_0083,4,test,14,furnace,bad_quality,bad_quality,low_resource,low_resource,ideal,L4_FUR_BBLL,"R[R[PUMP, C[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0048,efghi_sequence_0103,4,test,15,conduit,low_resource,ideal,low_resource,low_resource,low_resource,L4_CON_LLLL,"C[ROUTE, INSULATE, C[C[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0076,efghi_sequence_0091,4,test,16,pipeline,ideal,low_resource,bad_quality,low_resource,low_resource,L4_PIP_LBLL,"C[PUMP, R[ROUTE, INSULATE, C[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0009,efghi_sequence_0126,4,test,17,archive,bad_quality,bad_quality,ideal,low_resource,bad_quality,L4_ARC_LBBB,"C[R[DRAIN, R[R[PUMP, WIRE, PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE], CATALOG]",
EFGHI,L4-0023,efghi_sequence_0144,4,test,18,basin,low_resource,low_resource,bad_quality,ideal,bad_quality,L4_BAS_BLLB,"R[DRAIN, C[C[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0038,efghi_sequence_0113,4,test,19,conduit,low_resource,ideal,bad_quality,low_resource,bad_quality,L4_CON_BLBL,"R[ROUTE, INSULATE, C[R[DRAIN, C[FLOW, IGNITE, SMELT, TEMPER], CYCLE], CATALOG], SEAL]",
EFGHI,L4-0058,efghi_sequence_0077,4,test,20,furnace,low_resource,bad_quality,bad_quality,low_resource,ideal,L4_FUR_LBBL,"C[R[PUMP, R[ROUTE, INSULATE, C[FLUID, CATALOG], SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER]",
EFGHI,L4-0070,efghi_sequence_0097,4,test,21,pipeline,ideal,bad_quality,low_resource,bad_quality,low_resource,L4_PIP_BLBL,"R[PUMP, C[ROUTE, INSULATE, R[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
EFGHI,L4-0022,efghi_sequence_0145,4,test,22,basin,low_resource,bad_quality,low_resource,ideal,bad_quality,L4_BAS_BLBL,"R[DRAIN, C[R[PUMP, C[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0017,efghi_sequence_0150,4,test,23,basin,bad_quality,bad_quality,bad_quality,ideal,bad_quality,L4_BAS_BBBB,"R[DRAIN, R[R[PUMP, R[ROUTE, INSULATE, DATA, SEAL], PRESSURIZE], IGNITE, SMELT, TEMPER], CYCLE]",
EFGHI,L4-0066,efghi_sequence_0101,4,test,24,pipeline,ideal,bad_quality,bad_quality,bad_quality,low_resource,L4_PIP_BBBL,"R[PUMP, R[ROUTE, INSULATE, R[C[DRAIN, HEAT, CYCLE], CATALOG], SEAL], PRESSURIZE]",
